sub_id,row_index,contribution_receipt_amount,flag,evidence
4012120261303042476,261,-25.0,refund_or_adjustment,negative_amount
4012120261303043364,668,-5000.0,refund_or_adjustment,negative_amount
4012120261303042517,929,-100.0,refund_or_adjustment,negative_amount
4012120261303041240,931,-100.0,refund_or_adjustment,negative_amount
4012120261303042291,2202,-350.0,refund_or_adjustment,negative_amount
4012120261303040645,2221,-350.0,refund_or_adjustment,negative_amount
4012120261303042826,2788,-25.0,refund_or_adjustment,negative_amount
4012120261303043328,3981,-0.34,refund_or_adjustment,negative_amount
4012120261303043239,3994,-0.34,refund_or_adjustment,negative_amount
4012120261303043229,3996,-0.34,refund_or_adjustment,negative_amount
4012120261303043215,4001,-0.34,refund_or_adjustment,negative_amount
4012120261303043205,4002,-0.34,refund_or_adjustment,negative_amount
4012120261303043160,4012,-0.34,refund_or_adjustment,negative_amount
4012120261303043154,4016,-0.34,refund_or_adjustment,negative_amount
4012120261303043129,4022,-0.34,refund_or_adjustment,negative_amount
4012120261303043116,4024,-0.34,refund_or_adjustment,negative_amount
4012120261303043101,4028,-0.34,refund_or_adjustment,negative_amount
4012120261303043092,4030,-0.34,refund_or_adjustment,negative_amount
4012120261303043010,4046,-0.34,refund_or_adjustment,negative_amount
4012120261303042988,4051,-0.34,refund_or_adjustment,negative_amount
4012120261303042976,4055,-0.34,refund_or_adjustment,negative_amount
4012120261303042960,4059,-0.34,refund_or_adjustment,negative_amount
4012120261303042957,4060,-0.34,refund_or_adjustment,negative_amount
4012120261303042956,4061,-0.34,refund_or_adjustment,negative_amount
4012120261303042921,4070,-0.34,refund_or_adjustment,negative_amount
4012120261303042913,4071,-0.34,refund_or_adjustment,negative_amount
4012120261303042892,4076,-0.34,refund_or_adjustment,negative_amount
4012120261303042883,4078,-0.34,refund_or_adjustment,negative_amount
4012120261303042851,4083,-0.34,refund_or_adjustment,negative_amount
4012120261303042825,4091,-0.34,refund_or_adjustment,negative_amount
4012120261303042810,4093,-0.34,refund_or_adjustment,negative_amount
4012120261303042808,4095,-0.34,refund_or_adjustment,negative_amount
4012120261303042782,4102,-0.34,refund_or_adjustment,negative_amount
4012120261303042708,4112,-0.34,refund_or_adjustment,negative_amount
4012120261303042698,4116,-0.34,refund_or_adjustment,negative_amount
4012120261303042682,4119,-0.34,refund_or_adjustment,negative_amount
4012120261303042639,4127,-0.34,refund_or_adjustment,negative_amount
4012120261303042625,4131,-0.34,refund_or_adjustment,negative_amount
4012120261303042522,4155,-0.34,refund_or_adjustment,negative_amount
4012120261303042473,4165,-0.34,refund_or_adjustment,negative_amount
4012120261303042465,4168,-0.34,refund_or_adjustment,negative_amount
4012120261303042459,4171,-0.34,refund_or_adjustment,negative_amount
4012120261303042458,4172,-0.34,refund_or_adjustment,negative_amount
4012120261303042428,4180,-0.34,refund_or_adjustment,negative_amount
4012120261303042415,4181,-0.34,refund_or_adjustment,negative_amount
4012120261303042347,4201,-0.34,refund_or_adjustment,negative_amount
4012120261303042335,4203,-0.34,refund_or_adjustment,negative_amount
4012120261303042280,4217,-0.34,refund_or_adjustment,negative_amount
4012120261303042201,4240,-0.34,refund_or_adjustment,negative_amount
4012120261303042186,4242,-0.34,refund_or_adjustment,negative_amount
4012120261303042185,4243,-0.34,refund_or_adjustment,negative_amount
4012120261303042126,4258,-0.34,refund_or_adjustment,negative_amount
